smiles,atc_level1,atc_numeric
CC[N+](C)(C)C(C)CC(c1ccccc1)c1ccccc1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,N - NERVOUS SYSTEM,9
COc1cccc(C2(O)CCCCC2CN(C)C)c1,N - NERVOUS SYSTEM,9
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,C - CARDIOVASCULAR SYSTEM,2
COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,N - NERVOUS SYSTEM,9
Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1,N - NERVOUS SYSTEM,9
N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,M - MUSCULO-SKELETAL SYSTEM,8
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,R - RESPIRATORY SYSTEM,11
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,N - NERVOUS SYSTEM,9
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,N - NERVOUS SYSTEM,9
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,N - NERVOUS SYSTEM,9
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,M - MUSCULO-SKELETAL SYSTEM,8
CN1CCC(COc2cnc(-c3cccc(Cn4nc(-c5cccc(C#N)c5)ccc4=O)c3)nc2)CC1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,S - SENSORY ORGANS,12
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,A - ALIMENTARY TRACT AND METABOLISM,0
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,D - DERMATOLOGICALS,3
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,S - SENSORY ORGANS,12
CC1=NN(c2ccccc2)C(=O)C1,N - NERVOUS SYSTEM,9
O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,N - NERVOUS SYSTEM,9
C=CCOc1ccccc1OCC(O)CNC(C)C,C - CARDIOVASCULAR SYSTEM,2
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,S - SENSORY ORGANS,12
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,D - DERMATOLOGICALS,3
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,A - ALIMENTARY TRACT AND METABOLISM,0
Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,A - ALIMENTARY TRACT AND METABOLISM,0
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,N - NERVOUS SYSTEM,9
C[C@]12C/C(=C/O)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,A - ALIMENTARY TRACT AND METABOLISM,0
N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1,N - NERVOUS SYSTEM,9
CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1,B - BLOOD AND BLOOD FORMING ORGANS,1
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,S - SENSORY ORGANS,12
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,N - NERVOUS SYSTEM,9
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,N - NERVOUS SYSTEM,9
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,B - BLOOD AND BLOOD FORMING ORGANS,1
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,B - BLOOD AND BLOOD FORMING ORGANS,1
Nc1c2c(nc3ccccc13)CCCC2,N - NERVOUS SYSTEM,9
CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1,R - RESPIRATORY SYSTEM,11
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,C - CARDIOVASCULAR SYSTEM,2
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,N - NERVOUS SYSTEM,9
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,N - NERVOUS SYSTEM,9
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,N - NERVOUS SYSTEM,9
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,N - NERVOUS SYSTEM,9
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
CC(C[N+](C)(C)C)OC(N)=O,N - NERVOUS SYSTEM,9
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,C - CARDIOVASCULAR SYSTEM,2
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,A - ALIMENTARY TRACT AND METABOLISM,0
NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2,C - CARDIOVASCULAR SYSTEM,2
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,R - RESPIRATORY SYSTEM,11
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,S - SENSORY ORGANS,12
Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,M - MUSCULO-SKELETAL SYSTEM,8
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,N - NERVOUS SYSTEM,9
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,N - NERVOUS SYSTEM,9
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1cccc(N2CC(CO)OC2=O)c1,N - NERVOUS SYSTEM,9
CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,A - ALIMENTARY TRACT AND METABOLISM,0
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,N - NERVOUS SYSTEM,9
CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CN(C)CCC(c1ccccc1)c1ccccn1,D - DERMATOLOGICALS,3
CN(C)CCC(c1ccccc1)c1ccccn1,R - RESPIRATORY SYSTEM,11
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],C - CARDIOVASCULAR SYSTEM,2
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,D - DERMATOLOGICALS,3
CN1CCCN=C1/C=C/c1cccs1,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",10
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,C - CARDIOVASCULAR SYSTEM,2
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,A - ALIMENTARY TRACT AND METABOLISM,0
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,R - RESPIRATORY SYSTEM,11
CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)O)C(C)C)C(C)C)C(C)C,"H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",5
Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,A - ALIMENTARY TRACT AND METABOLISM,0
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
[I-].[K+],R - RESPIRATORY SYSTEM,11
[I-].[K+],S - SENSORY ORGANS,12
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,M - MUSCULO-SKELETAL SYSTEM,8
C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,R - RESPIRATORY SYSTEM,11
O=C(O)Cc1ccc(-c2ccccc2)cc1,M - MUSCULO-SKELETAL SYSTEM,8
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,D - DERMATOLOGICALS,3
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,S - SENSORY ORGANS,12
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,S - SENSORY ORGANS,12
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,S - SENSORY ORGANS,12
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,A - ALIMENTARY TRACT AND METABOLISM,0
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,C - CARDIOVASCULAR SYSTEM,2
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,N - NERVOUS SYSTEM,9
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,S - SENSORY ORGANS,12
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,M - MUSCULO-SKELETAL SYSTEM,8
COc1ccc2cc(CCC(C)=O)ccc2c1,M - MUSCULO-SKELETAL SYSTEM,8
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1,C - CARDIOVASCULAR SYSTEM,2
NC(=O)N1c2ccccc2C=Cc2ccccc21,N - NERVOUS SYSTEM,9
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,A - ALIMENTARY TRACT AND METABOLISM,0
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,D - DERMATOLOGICALS,3
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
NCCNCCNCCN,A - ALIMENTARY TRACT AND METABOLISM,0
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,N - NERVOUS SYSTEM,9
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,S - SENSORY ORGANS,12
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,C - CARDIOVASCULAR SYSTEM,2
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,C - CARDIOVASCULAR SYSTEM,2
CNC(C)(C)Cc1ccccc1,C - CARDIOVASCULAR SYSTEM,2
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,G - GENITO URINARY SYSTEM AND SEX HORMONES,4
FCOC(C(F)(F)F)C(F)(F)F,N - NERVOUS SYSTEM,9
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,C - CARDIOVASCULAR SYSTEM,2
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,A - ALIMENTARY TRACT AND METABOLISM,0
CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,R - RESPIRATORY SYSTEM,11
COc1c2ccoc2cc2oc(=O)ccc12,D - DERMATOLOGICALS,3
C[C@](N)(Cc1ccc(O)cc1)C(=O)O,C - CARDIOVASCULAR SYSTEM,2
CNC(=O)c1nnc(NC(=O)C2CC2)cc1Nc1cccc(-c2ncn(C)n2)c1OC,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,7
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,M - MUSCULO-SKELETAL SYSTEM,8
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,S - SENSORY ORGANS,12
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,J - ANTIINFECTIVES FOR SYSTEMIC USE,6
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2],B - BLOOD AND BLOOD FORMING ORGANS,1
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2],A - ALIMENTARY TRACT AND METABOLISM,0
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,R - RESPIRATORY SYSTEM,11
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,S - SENSORY ORGANS,12
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,D - DERMATOLOGICALS,3
S=[Se]=S,D - DERMATOLOGICALS,3
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,R - RESPIRATORY SYSTEM,11
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@@H](N)Cc1c[nH]cn1)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)[C@@H](C)O)[C@@H](C)CC)[C@@H](C)O)[C@@H](C)CC,A - ALIMENTARY TRACT AND METABOLISM,0
